,STAT5A,STAT5B,STAT4,IRF1,STAT3,RUNX1,GTF2I,IRF2,STAT1,IRF8,STAT6,APEX1,IRF4,MYOD1,ARHGAP35,IRF3,IRF5,ALX4,STAT2,IRF7,KLF4,IRF9,AHRR,AEBP1,SOX2,THAP11,IRF6,ARID1A,ADNP2,APBB1,unannotated_1
ACAT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.002828705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.004651344
ACP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047560716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028822046
TNFSF11,-0.002802599,0.0,0.0,0.0,0.00096539233,0.0,0.0,0.0,-0.002825525,0.00020492356,-0.0020500578,0.0,0.0016069373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.814454e-05
SHC1,0.001531732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024837193
PPIG,0.0,0.0015947189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010211265
NCAM1,0.0,0.0,0.0,0.0,0.0,0.0010108283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010993839,0.0,0.0,0.0,-0.0022179517,0.0,0.0,0.0029422385,0.0,0.0,0.0,0.0,0.0,0.0012318528
CTNND1,0.0,0.0,0.0,-0.0018321909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051836115
CBL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010555284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003493724
CISH,0.0026494437,0.0024407292,0.0,0.0,-0.0029534532,0.0,0.00059976976,0.0,0.0,0.0,0.0023659356,0.0,0.0,0.0,0.0,0.0014030067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0023332918
LYZ,0.0,0.0,0.0,0.096664935,0.0,0.19781771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21378425
JUN,0.0,0.0013151804,0.0,-0.0021570285,0.0,-0.004065261,0.0,0.0,-0.002398455,0.0,0.0,0.0,0.0,0.001389036,0.0,0.0,0.0,0.0,0.00516321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0037757393
IFI27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007542646,0.004946378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008622432
PTPN2,0.0008580616,0.0,0.0,0.0,-0.001290541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001907203
SPI1,0.0,0.0,0.0,0.0,0.09798441,0.101467505,0.0,0.0,0.0,0.02952375,0.0,0.0,0.030186906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.123407826
HBG1,0.0,0.0,0.0,0.0,-0.0005091792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0012046964
ECE1,0.0,0.0,0.0,0.0,-0.00022475983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00048046297
IRF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014121994,0.0,0.0,0.0,0.0,0.0,0.0,0.0013042234,0.0,0.0,0.0039346134,0.0,0.0,0.0005642359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02617402
CCL2,0.0019327495,0.0,0.0,0.002309567,0.05347087,0.0,0.0,0.0,0.0637411,0.0,0.122579314,0.0035046723,0.0,0.0,0.0,0.11029158,0.21294066,0.0,0.17250575,0.15726857,0.06669317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0753815
MMP7,0.0,0.0,0.0,0.0,-0.0013960395,0.0,0.0,0.0,-0.000938352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001818038
IFIT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026021982,0.0,0.0,0.0,0.0,0.0,0.0,0.0018138078,0.0,0.0,0.0,0.0,0.0,0.0019042222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011662251
OSGEP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014332612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005078378
FCER2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001631284,0.0,-0.00078219903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00042717136
ID3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007919899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016661068
NPTX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0018692354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011811145
ACACA,-0.0014220474,0.0,0.0,0.0,-0.0020592946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022633728
NF1,0.000119267264,0.0,0.0,0.0,0.0,0.0016095436,0.0,0.0004884686,0.0,0.0026659702,0.0,0.0,0.0,0.00086014514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027155248
ODC1,0.0,0.0,0.0,0.0013131812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012254191,0.0,0.0,0.0,0.0,-0.0023011514,0.0,0.0,0.0,0.0,-0.008734897
CCNB1,0.0,0.0,0.0,-0.00058113184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00016847541,0.0002561578,0.0,0.0,0.0,0.0,0.0,0.0,0.00084607874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0026639532
CXCL9,-0.001347218,-0.0021030784,0.0,0.0,-0.0026176705,0.0,0.0,0.0,-0.001219349,0.001120857,-0.002633107,0.0,0.00022408288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010051564
CTSB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10603432,0.0,0.0,0.0,0.0,0.021364283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15976502
CCL3,0.0,0.0,0.0,0.0,0.0,0.027496615,0.0,0.0,0.025767758,0.0,0.0,0.0,0.015573883,0.0,0.0,0.019298138,0.057525475,0.0,0.0,0.024790991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04981685
RETNLB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00012949535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009420705
HBB,0.0040119044,0.0,0.0,0.0,0.0,0.0,-0.0024679392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00063966925,0.0,-0.003449874
